,AFGH,AIRT,AKIT,AMST,ANAT,AUCD,AUSS,AUST,BASS,BEAG,BELS,BERD,BMAL,BMD,BORD,BORT,BORZ,BOST,BOUV,BOX,BRIA,BRIT,BRTR,BRUS,BULM,BULT,CARD,CCRT,CHIH,CHIN,CHOW,CKCS,COTO,CRES,DACH,DALM,DANE,DEER,DOBP,ECKR,ESET,FBUL,FCR,FIEL,GOLD,GORD,GREY,GSD,GSHP,GSMD,GSNZ,GWHP,HUSK,ITGY,KEES,KUVZ,LAB,LEON,MAST,MPIN,MPOO,MSNZ,NEWF,NORF,NOWT,NSDT,OES,PAPI,PARS,POM,PTWD,PUG,PUMI,ROTT,SAMO,SCOT,SCWT,SHIH,SKIP,SSHP,SSNZ,STAF,STBD,TIBM,TIBT,TPOO,VIZS,WEIM,WFOX,WHIP,WHWT,YORK
AFGH,1,0.822548469,0.851054303,0.8810284,0.917512743,0.879899476,0.881952428,0.866468035,0.852595362,0.863141772,0.854817416,0.84877289,0.89097534,0.841183388,0.878783572,0.837951051,0.872818371,0.85881296,0.870837008,0.765269419,0.864780439,0.880069636,0.853751531,0.862975772,0.840092937,0.792287729,0.873578022,0.861892312,0.904165721,0.844782,0.85473735,0.829525431,0.857092559,0.875884563,0.893338688,0.86845808,0.873777097,0.823330207,0.848033359,0.862515801,0.866580629,0.852657381,0.841610398,0.830780689,0.8569484,0.885694647,0.854972684,0.842987893,0.886229685,0.817408865,0.875976004,0.897598142,0.864485967,0.863647412,0.86273611,0.89232527,0.882583377,0.853319089,0.846776536,0.864382507,0.888887292,0.825560794,0.867711737,0.823853686,0.834044094,0.861502505,0.865379201,0.883688811,0.893485424,0.889272258,0.866755901,0.825049954,0.88354602,0.846399781,0.870140958,0.844605526,0.843107253,0.859132597,0.873303666,0.837797714,0.872269922,0.848577166,0.853805079,0.916324592,0.875178244,0.891491749,0.873681462,0.845959289,0.832413395,0.85109489,0.84598919,0.881291487
AIRT,0.822548469,1,0.802552709,0.8696533,0.857800797,0.854233589,0.856769438,0.845270799,0.827124566,0.841092743,0.830091812,0.829945347,0.863740179,0.816966593,0.85315793,0.824710312,0.84026189,0.846483973,0.84914133,0.75852869,0.838535481,0.856564275,0.839017848,0.837573872,0.826313472,0.792205441,0.851614285,0.839952457,0.872625283,0.812872598,0.798827989,0.808503138,0.830329877,0.852496384,0.865574201,0.846539917,0.84947298,0.80937323,0.826420083,0.842285843,0.845335163,0.83950552,0.821162439,0.814030859,0.83707462,0.862097306,0.838966939,0.819460086,0.86032441,0.800286581,0.858697567,0.868401566,0.812335964,0.838766625,0.835977849,0.857599249,0.861567265,0.830195468,0.831496303,0.844016848,0.861733526,0.805444207,0.845980222,0.813157266,0.816183837,0.839780763,0.843079693,0.856688081,0.873574398,0.862175152,0.842446691,0.801798401,0.852111884,0.825007957,0.828402484,0.828207492,0.827074289,0.82572936,0.847777558,0.817017931,0.846769903,0.838952338,0.831223206,0.847741606,0.840958841,0.86373528,0.847046629,0.825455198,0.820681897,0.832185005,0.828557226,0.864429507
AKIT,0.851054303,0.802552709,1,0.861522589,0.883251822,0.859807701,0.861958234,0.847284725,0.828921641,0.84166114,0.834711534,0.829529682,0.871431283,0.822222387,0.857887331,0.820750814,0.847272118,0.839424648,0.849056118,0.75040585,0.841388598,0.856672855,0.831977649,0.842839579,0.823138031,0.77479311,0.851877045,0.843828533,0.883585565,0.845939084,0.900180566,0.808047328,0.83744415,0.857896486,0.868573459,0.848008701,0.851729085,0.803160134,0.827224242,0.844244699,0.844396728,0.832609398,0.821895888,0.811489885,0.836090352,0.862414087,0.834054139,0.824499177,0.86324268,0.799011968,0.854038322,0.873680774,0.881288509,0.840131535,0.844943259,0.867888602,0.861145359,0.832131401,0.827438321,0.844135499,0.865403746,0.806659431,0.84845602,0.803569921,0.816739516,0.841416728,0.843817378,0.863319397,0.871390143,0.869685204,0.846954191,0.808962439,0.858875915,0.825607662,0.861295492,0.825322333,0.82098824,0.85195485,0.854136118,0.817461402,0.852708474,0.832181213,0.831797892,0.918877309,0.862633717,0.872012987,0.84993551,0.822037746,0.815412086,0.827481412,0.827367352,0.861089312
AMST,0.8810284,0.8696533,0.861522589,1,0.926420988,0.928215657,0.928476548,0.910377399,0.886270783,0.901829337,0.896409859,0.894691807,0.939888514,0.883826904,0.922060001,0.888711063,0.903711129,0.942790249,0.921077589,0.84265087,0.903679598,0.919932622,0.89522034,0.900713835,0.907135202,0.874901375,0.920865118,0.90973757,0.945615133,0.86926346,0.857563272,0.865221079,0.893128331,0.917766602,0.930346491,0.912400249,0.926797165,0.867525572,0.884704919,0.903296305,0.906300018,0.934887962,0.884500417,0.866432556,0.902212984,0.924761007,0.905200742,0.878788076,0.925712462,0.85828219,0.920877081,0.938635642,0.874593112,0.905289159,0.900910882,0.929870686,0.93473876,0.898037128,0.907666635,0.905231045,0.926625113,0.859852155,0.917242519,0.866036672,0.878632755,0.906555722,0.912471906,0.927261027,0.951760922,0.928826081,0.905680205,0.856706544,0.921168225,0.890441775,0.893797777,0.888648516,0.898834506,0.883051727,0.91174169,0.875744746,0.915924349,0.937899888,0.898385178,0.91710745,0.907129998,0.9334827,0.912433425,0.881879636,0.879155408,0.898626529,0.889609127,0.931740364
ANAT,0.917512743,0.857800797,0.883251822,0.926420988,1,0.924838507,0.928537927,0.909111085,0.89138673,0.904529128,0.896729591,0.89115356,0.939168314,0.879817213,0.92330094,0.877498518,0.912391144,0.902279425,0.915804303,0.799744448,0.905740568,0.926392406,0.89108703,0.904073168,0.88082787,0.823650069,0.917379565,0.905471794,0.955840845,0.882365824,0.886124128,0.866682188,0.901479967,0.921200321,0.939362174,0.913391525,0.918343487,0.858607306,0.885983054,0.905686823,0.911075201,0.893575302,0.879755022,0.869418026,0.898912534,0.931656828,0.895725703,0.881928125,0.933515823,0.853169834,0.919739567,0.944346758,0.898944996,0.903352359,0.905375795,0.939989344,0.928236764,0.893649562,0.887526008,0.906838618,0.932591366,0.863284949,0.910826532,0.859256404,0.872234568,0.903682686,0.906235914,0.929501975,0.940254405,0.934706186,0.911929079,0.861042379,0.928425277,0.886621226,0.909409218,0.884833526,0.881998279,0.898229541,0.918771314,0.874316487,0.917040842,0.892380222,0.894334717,0.955208895,0.919366889,0.941470965,0.917759982,0.881846071,0.86891521,0.887970944,0.887332592,0.928447625
AUCD,0.879899476,0.854233589,0.859807701,0.928215657,0.924838507,1,0.923847135,0.902854639,0.884969105,0.897733693,0.89131625,0.890796165,0.934016977,0.873941099,0.922325351,0.875495179,0.898940439,0.904624586,0.909857534,0.802508536,0.898965042,0.917795469,0.886391429,0.894862449,0.882006608,0.827727938,0.914472974,0.901049008,0.941003197,0.86846652,0.856389076,0.860904688,0.888839804,0.912488157,0.928773363,0.906664085,0.91107917,0.860225113,0.881617671,0.90101989,0.903837608,0.897468081,0.878236948,0.863023491,0.894970069,0.921765187,0.896894555,0.876667185,0.923033839,0.851372256,0.913640877,0.934519087,0.872069258,0.898802133,0.897871687,0.924870885,0.922770622,0.887587834,0.885560865,0.901432025,0.92409154,0.8577364,0.906138416,0.857727638,0.867652669,0.900985352,0.905074708,0.921913352,0.935703029,0.926192704,0.90134886,0.855739406,0.916510108,0.882952077,0.890632104,0.880017983,0.879125481,0.882020019,0.910616984,0.873896335,0.90833859,0.895129968,0.889216251,0.91664625,0.903131082,0.930353405,0.907552643,0.875853435,0.867805505,0.888705144,0.884849455,0.921652533
AUSS,0.881952428,0.856769438,0.861958234,0.928476548,0.928537927,0.923847135,1,0.904088132,0.888025965,0.900635267,0.89238673,0.895243692,0.9356723,0.875232811,0.928758248,0.876744372,0.901012515,0.905019603,0.914668679,0.801067522,0.90327412,0.921947103,0.889251777,0.899305871,0.882205837,0.829046482,0.921508088,0.902345796,0.943475877,0.87174446,0.859991475,0.863396488,0.892770134,0.913881889,0.931369227,0.908189379,0.911677698,0.860438232,0.881338423,0.901048432,0.907361856,0.893772927,0.8791971,0.866727962,0.896399918,0.926283909,0.898414488,0.882157742,0.925800571,0.850500353,0.915824902,0.935454648,0.87682791,0.90035102,0.900746853,0.926827148,0.926502785,0.888382877,0.887289749,0.902826206,0.925920902,0.858962409,0.906997782,0.858288191,0.871321104,0.903100327,0.908702001,0.924308335,0.938018057,0.927997923,0.904980092,0.856363452,0.919434176,0.883594447,0.894040144,0.882032785,0.880216408,0.884091933,0.913003419,0.887008653,0.910445182,0.894084848,0.891882796,0.919530839,0.90376221,0.931764575,0.910704445,0.878784292,0.870183702,0.889559318,0.886607014,0.923735831
AUST,0.866468035,0.845270799,0.847284725,0.910377399,0.909111085,0.902854639,0.904088132,1,0.873446959,0.887158323,0.876362479,0.875051904,0.915626565,0.859765658,0.899819871,0.86800366,0.883241382,0.888933173,0.893547221,0.790222773,0.884470896,0.904906222,0.873856167,0.885488557,0.866214107,0.819010448,0.897731667,0.886661551,0.92732164,0.857966011,0.842823984,0.852824325,0.87809535,0.899320272,0.915303039,0.893421788,0.895254021,0.84519476,0.866760924,0.887711855,0.889287677,0.880108039,0.864243773,0.853269082,0.879143463,0.910417529,0.879941746,0.861377552,0.909592238,0.838641061,0.899890732,0.920992064,0.858369197,0.882150607,0.885977439,0.909169389,0.906657638,0.873514266,0.873759202,0.88881393,0.909934958,0.84614085,0.892242842,0.849800471,0.861928753,0.884211315,0.889457156,0.907566673,0.924844428,0.911443767,0.889394714,0.844528439,0.90304685,0.867731452,0.875711724,0.869573497,0.867466148,0.869465882,0.897182324,0.856631797,0.896223575,0.880469948,0.872559887,0.900595368,0.890163009,0.917131175,0.895667999,0.862087413,0.859905324,0.875725713,0.873246174,0.920791238
BASS,0.852595362,0.827124566,0.828921641,0.886270783,0.89138673,0.884969105,0.888025965,0.873446959,1,0.883243379,0.860864785,0.85706394,0.896033881,0.846524876,0.883505321,0.848133341,0.866609041,0.867449748,0.87807306,0.772312112,0.869799372,0.891174657,0.854623083,0.866815067,0.846962552,0.797500225,0.880600277,0.870543185,0.907729547,0.840238394,0.826254345,0.841688604,0.857856808,0.883330983,0.901883512,0.876795481,0.879345054,0.832266097,0.854962603,0.874068154,0.876365723,0.860517873,0.849159764,0.841484473,0.862781579,0.894722168,0.86253599,0.847012599,0.894697096,0.822698803,0.882164716,0.906115485,0.842454558,0.866348443,0.865406743,0.891284447,0.892239811,0.85696602,0.854549906,0.870353653,0.895184559,0.831225367,0.87563132,0.830883831,0.838889075,0.867662607,0.871096203,0.888696435,0.899624496,0.891768029,0.873736304,0.829330888,0.882345776,0.854447193,0.85954408,0.849693594,0.850124868,0.855582569,0.877888704,0.842121417,0.87603385,0.85663138,0.86224109,0.880873382,0.870619508,0.89832186,0.88000723,0.852950296,0.841686058,0.857576818,0.854261273,0.891075575
BEAG,0.863141772,0.841092743,0.84166114,0.901829337,0.904529128,0.897733693,0.900635267,0.887158323,0.883243379,1,0.873129906,0.869410734,0.910008819,0.857385798,0.899282521,0.85972816,0.880274911,0.87994216,0.890420223,0.780182222,0.880740755,0.903876423,0.867798445,0.877984874,0.858447104,0.808319453,0.893701407,0.883499127,0.922595658,0.854600693,0.839295557,0.8530713,0.873157793,0.89637249,0.915690951,0.888119271,0.891444384,0.841270116,0.864562227,0.888461736,0.889337623,0.872245346,0.861301699,0.854489274,0.876209184,0.907583655,0.87282883,0.858124872,0.909215893,0.833431132,0.894899709,0.918765951,0.853960811,0.878681623,0.87793849,0.904252064,0.904729772,0.870196893,0.866913377,0.884309943,0.906994258,0.842296124,0.888550797,0.843854468,0.852188885,0.882199208,0.8824996,0.903243702,0.914690981,0.905031045,0.887343322,0.840632398,0.896956144,0.8638738,0.870434043,0.864886964,0.860622958,0.865912825,0.890899059,0.852131581,0.889948995,0.869012018,0.871270091,0.894155709,0.886562074,0.914414524,0.894777542,0.861448141,0.852681492,0.86761746,0.867547732,0.904048732
BELS,0.854817416,0.830091812,0.834711534,0.896409859,0.896729591,0.89131625,0.89238673,0.876362479,0.860864785,0.873129906,1,0.863370407,0.932518754,0.851236206,0.888614894,0.849525999,0.874034586,0.874092779,0.890153989,0.77724891,0.878439533,0.892801346,0.861292198,0.870475184,0.854472222,0.805717367,0.885570906,0.875586456,0.913154931,0.846552997,0.832386614,0.839277578,0.865104026,0.885775962,0.901211909,0.879051269,0.885162802,0.836905387,0.856416385,0.876573352,0.878681514,0.868040692,0.852354471,0.840249698,0.86899779,0.896121426,0.870629468,0.856431197,0.896530945,0.830567061,0.888304474,0.907805311,0.847480998,0.872123709,0.874074636,0.89699979,0.896471025,0.864296987,0.860184031,0.875395952,0.898022113,0.834141049,0.881649755,0.834454267,0.844097406,0.871875558,0.878326926,0.896614756,0.903961773,0.896821156,0.878125815,0.832966262,0.88944785,0.85836488,0.864077319,0.855860703,0.855831742,0.858050729,0.885802761,0.848684329,0.881412897,0.863920083,0.864190004,0.888201098,0.876022797,0.902409403,0.883552068,0.85116578,0.843959149,0.865873308,0.85790847,0.892833501
BERD,0.84877289,0.829945347,0.829529682,0.894691807,0.89115356,0.890796165,0.895243692,0.875051904,0.85706394,0.869410734,0.863370407,1,0.901725945,0.848925209,0.910398128,0.84989763,0.869377449,0.870331483,0.879901541,0.775545477,0.869965197,0.887225231,0.85595168,0.866682295,0.85268721,0.80359304,0.889373702,0.872232912,0.907547443,0.839420524,0.826603878,0.836097011,0.863783338,0.881332684,0.895689948,0.87632991,0.88279676,0.835503943,0.852792593,0.873279275,0.872686281,0.863144268,0.849986764,0.837983001,0.865875734,0.88968032,0.867937108,0.848266681,0.892482824,0.826340887,0.882584528,0.904042639,0.844386148,0.868079098,0.868791118,0.891915695,0.893291566,0.859593252,0.856015912,0.870378254,0.894849396,0.833535571,0.878771999,0.831929056,0.842468367,0.873095247,0.880190562,0.890787374,0.90162584,0.894211811,0.872086116,0.829409415,0.884362253,0.853306235,0.861913702,0.852361773,0.851778328,0.851975455,0.879493945,0.856290173,0.878605653,0.861611111,0.858071697,0.882671917,0.872720373,0.899039636,0.876789663,0.851287863,0.842686924,0.861175624,0.856495181,0.891655042
BMAL,0.89097534,0.863740179,0.871431283,0.939888514,0.939168314,0.934016977,0.9356723,0.915626565,0.896033881,0.910008819,0.932518754,0.901725945,1,0.886504195,0.930856069,0.887898705,0.91297957,0.914869505,0.929832309,0.813100284,0.916108487,0.933827302,0.900277686,0.909033053,0.892437671,0.836543763,0.926647745,0.915973263,0.955006001,0.879701566,0.866002247,0.873939144,0.903784577,0.924603678,0.943515405,0.917437776,0.92526814,0.872388073,0.892630068,0.912523417,0.916503329,0.905904993,0.88930351,0.875368495,0.907332529,0.936112267,0.910653999,0.901533187,0.93689218,0.863195748,0.926573664,0.948778566,0.884032637,0.910709546,0.912195342,0.938204764,0.937675423,0.90114743,0.898700815,0.913270968,0.937352711,0.866760052,0.919190194,0.869284543,0.880014163,0.912378367,0.916583034,0.936526055,0.94601316,0.93836703,0.916214692,0.86641872,0.931030063,0.896327982,0.902779469,0.891854801,0.892668044,0.894262636,0.926408144,0.88467362,0.921730986,0.901406308,0.903959558,0.930353948,0.915583786,0.9431114,0.922554191,0.890118942,0.8781311,0.902722012,0.895671961,0.934296544
BMD,0.841183388,0.816966593,0.822222387,0.883826904,0.879817213,0.873941099,0.875232811,0.859765658,0.846524876,0.857385798,0.851236206,0.848925209,0.886504195,1,0.871618313,0.835753606,0.85781062,0.861145863,0.867416547,0.767231367,0.859762186,0.876366796,0.849173697,0.854047096,0.844049384,0.794271418,0.86907676,0.860540343,0.895440863,0.831531701,0.819148418,0.828314541,0.848933018,0.870530421,0.883606557,0.865260942,0.872645379,0.822594207,0.84310475,0.860296192,0.862803707,0.853485406,0.840844186,0.825908546,0.855395332,0.882001508,0.852916682,0.837932925,0.879630766,0.844102816,0.871262694,0.888604369,0.832663943,0.855411774,0.85629771,0.881578687,0.880130045,0.851885212,0.849010845,0.861240368,0.88185565,0.821037059,0.867442216,0.82069815,0.829888124,0.855873436,0.860687393,0.879101706,0.889377019,0.880117377,0.861242065,0.81995391,0.873157193,0.845570332,0.850189491,0.839992941,0.839458054,0.844071061,0.866797375,0.832765461,0.866527228,0.853772499,0.860781462,0.871069069,0.861832044,0.885393519,0.868257384,0.839086592,0.82808685,0.846226924,0.847032903,0.876297397
BORD,0.878783572,0.85315793,0.857887331,0.922060001,0.92330094,0.922325351,0.928758248,0.899819871,0.883505321,0.899282521,0.888614894,0.910398128,0.930856069,0.871618313,1,0.872597604,0.898394062,0.8987606,0.908651392,0.79496606,0.8983057,0.915760151,0.885220305,0.896075214,0.877267408,0.825251339,0.920314173,0.898452325,0.939025839,0.868722715,0.854628255,0.861463301,0.888487951,0.910173764,0.927104764,0.903809033,0.910403245,0.85775095,0.877734637,0.898808249,0.903127115,0.888486791,0.875067317,0.864356715,0.890807887,0.922828788,0.894997667,0.874749414,0.92217319,0.847094636,0.911611383,0.934591393,0.871483836,0.896661113,0.896871137,0.921770961,0.922041457,0.884650112,0.882143802,0.899116938,0.922186056,0.853058359,0.904869096,0.858154059,0.867855854,0.899118735,0.905931962,0.92125389,0.933309263,0.922894325,0.90051665,0.85210284,0.913187657,0.88097923,0.890071361,0.880339768,0.877180388,0.880865979,0.908991714,0.88386072,0.906289317,0.888019994,0.886291989,0.91283938,0.902083175,0.928605002,0.905932109,0.873839874,0.867337617,0.886626046,0.883918615,0.919158627
BORT,0.837951051,0.824710312,0.820750814,0.888711063,0.877498518,0.875495179,0.876744372,0.86800366,0.848133341,0.85972816,0.849525999,0.84989763,0.887898705,0.835753606,0.872597604,1,0.856032672,0.868740118,0.870031045,0.771498183,0.858650409,0.876310372,0.849068365,0.858848748,0.845526844,0.804785354,0.870855163,0.861797188,0.897212826,0.833264596,0.816365645,0.82638641,0.850972899,0.873300337,0.888328675,0.865456445,0.870692414,0.824971589,0.845387063,0.860692721,0.864241729,0.86246789,0.838903988,0.82900047,0.853820548,0.883173127,0.856629531,0.837456696,0.879373659,0.812441987,0.872962407,0.889629013,0.832856502,0.859396997,0.856634295,0.879291463,0.880940556,0.848019541,0.851286505,0.865125415,0.879933165,0.823696422,0.86705581,0.830337715,0.837190083,0.858125432,0.862084787,0.878151773,0.913353875,0.880693042,0.861737309,0.82058205,0.872937079,0.844652094,0.848988853,0.848289154,0.846150862,0.842864063,0.867041451,0.834113709,0.867062317,0.862105857,0.849755715,0.870130725,0.863593217,0.886366083,0.867337944,0.838050691,0.836931707,0.852752825,0.849128504,0.885276439
BORZ,0.872818371,0.84026189,0.847272118,0.903711129,0.912391144,0.898940439,0.901012515,0.883241382,0.866609041,0.880274911,0.874034586,0.869377449,0.91297957,0.85781062,0.898394062,0.856032672,1,0.880807017,0.892488713,0.786052657,0.884415797,0.897855467,0.871223029,0.877421658,0.863168208,0.811864662,0.893009789,0.8809706,0.919743186,0.850578405,0.843953439,0.842689482,0.870093435,0.89180278,0.909156257,0.888514423,0.895166455,0.859061241,0.86644434,0.878916065,0.881732534,0.873649105,0.859919239,0.84540846,0.873808332,0.90260639,0.894304464,0.862516032,0.902744122,0.833069789,0.896548897,0.912188685,0.859149052,0.886519876,0.877977734,0.907012584,0.902290816,0.871095265,0.870850097,0.879940709,0.902420032,0.841769994,0.886448072,0.840243901,0.850312896,0.878643203,0.886840138,0.900790825,0.912291538,0.90437425,0.882862883,0.838385911,0.899739322,0.866599777,0.874432965,0.862810655,0.860941368,0.86538856,0.890439903,0.855100879,0.889774101,0.871874352,0.872764996,0.902814425,0.885336311,0.908666995,0.887813325,0.859331549,0.849877236,0.882243291,0.864695629,0.900252155
BOST,0.85881296,0.846483973,0.839424648,0.942790249,0.902279425,0.904624586,0.905019603,0.888933173,0.867449748,0.87994216,0.874092779,0.870331483,0.914869505,0.861145863,0.8987606,0.868740118,0.880807017,1,0.896976773,0.820117814,0.882020019,0.898532088,0.873080629,0.881095669,0.887443111,0.841327389,0.895887741,0.885753311,0.922283901,0.850977014,0.835638558,0.847429114,0.873154174,0.895322376,0.910099977,0.89073333,0.903995582,0.847371876,0.863850555,0.885073801,0.882844278,0.921019774,0.864544595,0.848773264,0.880374234,0.903805711,0.881682841,0.855787688,0.904315316,0.836417594,0.898773852,0.91068306,0.852202545,0.882170899,0.878271471,0.90565526,0.909370432,0.87402112,0.88617599,0.882770759,0.904147615,0.840894358,0.895497412,0.846463135,0.857216979,0.886459047,0.890997197,0.905585731,0.927645897,0.905815141,0.88267078,0.837261513,0.896566548,0.867039341,0.869952504,0.867802883,0.876047272,0.86561231,0.889805166,0.854825249,0.891680293,0.909388959,0.878150849,0.893195342,0.885241756,0.909435368,0.888838917,0.858343654,0.859261508,0.879400315,0.870207556,0.908580225
BOUV,0.870837008,0.84914133,0.849056118,0.921077589,0.915804303,0.909857534,0.914668679,0.893547221,0.87807306,0.890420223,0.890153989,0.879901541,0.929832309,0.867416547,0.908651392,0.870031045,0.892488713,0.896976773,1,0.794193941,0.896275158,0.912315671,0.882685812,0.89155209,0.877669511,0.822975053,0.904035502,0.895020912,0.932965651,0.8618151,0.845846057,0.855349017,0.883676891,0.903481522,0.922158328,0.900385046,0.908489203,0.857770392,0.874505776,0.892531657,0.897496262,0.888217304,0.871419445,0.860071296,0.889254022,0.916714542,0.891343904,0.870652109,0.915971544,0.845502831,0.90690631,0.926052076,0.861255553,0.891556286,0.891496106,0.915953848,0.916517946,0.882974383,0.880445461,0.892944709,0.916558089,0.85271328,0.90014681,0.853987643,0.859824443,0.889804466,0.897668768,0.913470008,0.926369255,0.916015902,0.896583382,0.849438562,0.909955464,0.877751259,0.880009995,0.874888203,0.875394927,0.874224754,0.902624455,0.863551224,0.901645613,0.885556624,0.883956765,0.903294656,0.895411138,0.9215589,0.903351504,0.871031631,0.860818858,0.884418567,0.87646107,0.915495916
BOX,0.765269419,0.75852869,0.75040585,0.84265087,0.799744448,0.802508536,0.801067522,0.790222773,0.772312112,0.780182222,0.77724891,0.775545477,0.813100284,0.767231367,0.79496606,0.771498183,0.786052657,0.820117814,0.794193941,1,0.784649743,0.797563723,0.778947973,0.785058825,0.797538745,0.758468742,0.795383001,0.787918574,0.815233476,0.756413855,0.746437488,0.752255755,0.77256272,0.794967988,0.803058017,0.791866195,0.804603702,0.752325943,0.771918469,0.782662535,0.783628538,0.818594703,0.77156866,0.752434888,0.781394027,0.799730824,0.783734961,0.762327341,0.79954051,0.746505488,0.796759478,0.806180818,0.758329565,0.781650055,0.778221734,0.80285715,0.806829634,0.778971323,0.794759622,0.786618257,0.798560754,0.749983618,0.79366244,0.752764913,0.760591792,0.784736227,0.791253844,0.803463238,0.819796666,0.802022243,0.781671909,0.749909214,0.794700806,0.773146155,0.773862277,0.772693314,0.781545496,0.768467852,0.789789815,0.762456147,0.794959893,0.815532753,0.779849505,0.793321213,0.783358856,0.803184882,0.788188416,0.767208468,0.766793433,0.782081195,0.775230316,0.805168407
BRIA,0.864780439,0.838535481,0.841388598,0.903679598,0.905740568,0.898965042,0.90327412,0.884470896,0.869799372,0.880740755,0.878439533,0.869965197,0.916108487,0.859762186,0.8983057,0.858650409,0.884415797,0.882020019,0.896275158,0.784649743,1,0.904502302,0.871326788,0.881923641,0.863090068,0.810405998,0.892420945,0.883728452,0.921926646,0.852293875,0.839372469,0.850504698,0.875872833,0.893954015,0.911768784,0.890834945,0.893846807,0.845817304,0.866119612,0.884689291,0.888219214,0.875034365,0.861487011,0.851779944,0.876482061,0.907099632,0.880070042,0.862923993,0.906952158,0.837151493,0.898167418,0.918546683,0.853721845,0.882695399,0.879356524,0.905522486,0.905480285,0.872924515,0.870253596,0.885190447,0.90845331,0.842114155,0.890345819,0.844174343,0.854254581,0.882434903,0.885358346,0.9037167,0.91501882,0.905340459,0.887456817,0.839359962,0.897522457,0.868595642,0.871949602,0.865649934,0.862901793,0.867756585,0.893234039,0.854667332,0.891213362,0.872918283,0.875687635,0.895097343,0.888020391,0.91231123,0.893047697,0.862480041,0.851891936,0.873905658,0.866882878,0.902471018
BRIT,0.880069636,0.856564275,0.856672855,0.919932622,0.926392406,0.917795469,0.921947103,0.904906222,0.891174657,0.903876423,0.892801346,0.887225231,0.933827302,0.876366796,0.915760151,0.876310372,0.897855467,0.898532088,0.912315671,0.797563723,0.904502302,1,0.888605211,0.901049239,0.876696403,0.823867856,0.910874695,0.905325851,0.94423986,0.87115538,0.854644387,0.871183016,0.892337126,0.916547467,0.933363041,0.912409118,0.911947459,0.857270767,0.884018778,0.909619718,0.924427529,0.889290099,0.88253221,0.876197056,0.898593796,0.941641434,0.889924193,0.876211858,0.934101205,0.854390796,0.917327785,0.944412313,0.870350399,0.899273695,0.898676515,0.924893333,0.926670276,0.887098031,0.884632804,0.904288073,0.930075823,0.858623285,0.908177929,0.858923969,0.86900676,0.90276911,0.901099267,0.92415745,0.93492914,0.926116406,0.909138712,0.858215872,0.917249752,0.884399361,0.888994053,0.881754948,0.878724242,0.884133083,0.911452513,0.872870448,0.909084398,0.887750418,0.890617534,0.913792423,0.907315165,0.933732045,0.919328876,0.884587448,0.869538121,0.885737716,0.883858336,0.922552313
BRTR,0.853751531,0.839017848,0.831977649,0.89522034,0.89108703,0.886391429,0.889251777,0.873856167,0.854623083,0.867798445,0.861292198,0.85595168,0.900277686,0.849173697,0.885220305,0.849068365,0.871223029,0.873080629,0.882685812,0.778947973,0.871326788,0.888605211,1,0.865080945,0.851717669,0.80331421,0.880768978,0.871168931,0.90694382,0.840030738,0.828610318,0.835774338,0.860728987,0.881264083,0.89826331,0.877297003,0.88653492,0.831849902,0.858013289,0.870633111,0.875150126,0.864217979,0.848403808,0.840135773,0.864326651,0.89289804,0.86449372,0.848824831,0.894109058,0.827481154,0.910477781,0.90498842,0.844236119,0.868084473,0.869297318,0.894882059,0.892068247,0.862179155,0.859311573,0.871200458,0.893297321,0.830448578,0.882731231,0.832480374,0.840290853,0.869465138,0.873500685,0.891038113,0.903132808,0.893747779,0.871521115,0.828228631,0.887161661,0.901321759,0.8614386,0.852662777,0.851043773,0.852518304,0.879833496,0.841805081,0.880566155,0.862626426,0.862594894,0.884737472,0.872670646,0.898379144,0.880501192,0.848831129,0.841179351,0.858577335,0.85417636,0.891246053
BRUS,0.862975772,0.837573872,0.842839579,0.900713835,0.904073168,0.894862449,0.899305871,0.885488557,0.866815067,0.877984874,0.870475184,0.866682295,0.909033053,0.854047096,0.896075214,0.858848748,0.877421658,0.881095669,0.89155209,0.785058825,0.881923641,0.901049239,0.865080945,1,0.858818584,0.807241454,0.890592396,0.881842074,0.921481453,0.85985764,0.838799168,0.860049166,0.875854897,0.894422017,0.910321412,0.887754945,0.891044474,0.837827571,0.86440799,0.885288901,0.88517041,0.873168343,0.859044033,0.848800984,0.874037527,0.904469881,0.871475018,0.856363266,0.904638538,0.833895609,0.894656497,0.916160105,0.854005901,0.880250735,0.882715716,0.902554219,0.900512194,0.866905072,0.866388407,0.885890123,0.905294229,0.846870897,0.885639996,0.844958019,0.849763676,0.878575628,0.88159072,0.910407841,0.91383315,0.908399876,0.885194774,0.862005705,0.89799996,0.86272912,0.872398664,0.862319146,0.857728667,0.868319802,0.894438645,0.852292311,0.891378879,0.87139012,0.869018013,0.894086194,0.887862523,0.912335508,0.889717207,0.859644403,0.850757728,0.866668688,0.865586471,0.905397659
